id,date,city,state,type,ideology,subideology,group,description,image
16754,10/17/2020,Cincinnati,OH,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life of our nation. Liberty of our people. Victory of the American spirit,"" ""Not stolen conquered,"" ""Revolution is tradition,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20Not%20Stolen%20Conquered.jpg
16759,10/17/2020,Durant,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""America First,"" ""To ourselves and our posterity,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16772,10/17/2020,East Stroudsburg,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""United we stand,"" Learn-Train-Preserve- revolt through tradition,"" and ""America First."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16776,10/17/2020,Philadelphia,PA,White Supremacist Propaganda,Right Wing (White Supremacist),,New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read ""Keep America American!""",
16786,10/17/2020,Gatlinburg,TN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16811,10/17/2020,Farmville,VA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""United we stand,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16837,10/17/2020,Madison,WI,White Supremacist Propaganda,Right Wing (White Supremacist),,unknown,"An unknown person or group placed a sign on the front window of Johnson Public House, a coffee shop, that read ""It's okay to be white."" The flier included five photos of President Trump and the shop's sign supporting Black Lives Matter was damaged.",
16845,10/17/2020,Reno,NV,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,Hundred Handers,"Hundred Handers, an international network of anonymous white supremacist activists, distributed propaganda that read ""America is under occupation"" with a Star of David, ""Why are Jews censoring free speech?"" ""Capitalism + Communism two faces of the same shekel,"" ""Make America White Again,"" ""Antifa useful idiots for global capitalism"" and ""We're more than a passport. Blood &amp; Soil.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Hundred%20Handers%20--%202020-10-17%20--%20NV%2C%20Reno%20--%20Telegram%20--HH0002_2.jpg
16947,10/17/2020,Vancouver,WA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16948,10/17/2020,Cottage Grove,WI,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""For the nation against the state,"" ""America First,"" ""To ourselves and our posterity,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front%20--%202020-10-16%20--%20WA%2C%20Marrowstone%20--%20Telegram%20--%20OCT0187.jpg
16949,10/17/2020,Whiteland,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16950,10/17/2020,Cheyenne,WY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""America is not for sale,"" and ""United we stand."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16951,10/17/2020,Bryan,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, posted propaganda that read ""Revolution is Tradition,"" ""Life of our nation. Liberty of our people. Victory of the American spirit,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
16952,10/17/2020,Bixby,OK,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First,"" ""For the nation against the state,"" and ""America is not for sale."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16953,10/17/2020,Boston,MA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Our tradition is revolution,"" ""Life Liberty Victory,"" and ""Better dead than red."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16954,10/17/2020,Danville,VT,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16955,10/17/2020,Kaneville,IL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Better dead than red,"" ""America First,"" ""Life Liberty Victory,"" and ""Our tradition is revolution.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-26-OH%2C%20Chillicothe-Telegram-OCT0320.jpg
16956,10/17/2020,Indianapolis,IN,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda fliers that read ""Strong families make strong nations"" and ""Two parties one tyranny"" with an octopus enveloping a map of the United States. Patriot Front also posted a sticker that read ""Better dead than red.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16957,10/17/2020,Denison,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""United we stand,"" ""Life Liberty Victory,"" ""Reclaim America,"" and ""Not stolen conquered.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
16958,10/17/2020,Albany,TX,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
16959,10/17/2020,Arnold,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Patriot Front"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
16960,10/17/2020,Boiling Spring Lakes,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America is not for sale,"" ""Patriot Front,"" ""Better dead than red,"" and ""Life of our nation. Liberty of our people. Victory of the American spirit.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
17077,10/17/2020,Iowa City,IA,Antisemitic Incident:Vandalism;White Supremacist Propaganda,Right Wing (White Supremacist),,unknown,"Three different areas at City Park were vandalized with spray-painted messages that included a swastika and read: ""We are everywhere voting will not remove them"" and ""Hey little village, should this graffiti breathe? WLM [White Lives Matter]!"" ",
17728,10/16/2020,Albuquerque,NM,Extremist/Police Shootout,Right Wing (White Supremacist),,,"Self-described white separatist and racist skinhead Jason Edward Galliart died of a self-inflicted gunshot following a stand-off with police. The incident began when officers responded to reports of a person shooting from inside a motel room. Following an hours-long standoff, two SWAT team members shot Galliart when he exited the room through a window holding a handgun. Wounded Galliart shot himself in the head.",
16659,10/16/2020,San Pedro,CA,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Revolution is tradition,"" ""Better dead than red,"" and ""One nation against the state."" Another sticker was an image of a flag with an embedded QR code leading to Patriot Front’s website.",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
16669,10/16/2020,Santa Rosa Beach,FL,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""To ourselves and our posterity,"" ""For the nation against the state,"" and ""America is not for sale.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2020-11/Patriot%20Front-2020-10-12-WA%2C%20Bremerton-OCT0094.jpg
16712,10/16/2020,Morehead City,NC,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""Life Liberty Victory,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-03/PF%20logo.jpg
16748,10/16/2020,Putnam Valley,NY,White Supremacist Propaganda,Right Wing (White Supremacist),,Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read ""America First,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Reject poison.""",https://web.archive.org/web/20220520084048/https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
